gender,absences,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,organization,extracurricular,origin_jhs,address,parent_status,father_edu,father_work,father_salary,mother_edu,mother_work,mother_salary,scholarship,family_size,house_status,final_score
P,0,84,85,88,88,90,86,91,88,A,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,1,80,83,88,78,90,87,84,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
L,3,83,84,87,81,88,84,89,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,85,86,89,91,89,86,91,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
L,1,83,84,86,92,90,85,89,89,A,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,87,85,88,91,88,86,91,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,5,83,84,86,78,88,85,89,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,SMA sederajat,Pedagang Kecil,Cukup Rendah,Ya,5,Sewa,BAIK
P,5,82,84,88,82,89,87,86,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,0,87,85,90,87,90,87,89,89,A,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Menumpang,BAIK
P,3,87,86,91,78,91,86,89,88,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,82,81,85,79,87,86,86,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,2,83,85,87,89,88,85,89,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,82,85,87,83,90,86,89,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
L,3,86,83,86,81,87,86,86,88,C,ya,tidak,negeri,kota,Kawin,SMP / sederajat,Wiraswasta,Sangat Rendah,SMP / sederajat,Wiraswasta,Cukup Rendah,Tidak,5,Menumpang,BAIK
P,4,80,85,88,78,86,84,87,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Sangat Rendah,SMP sederajat,Wiraswasta,Cukup Rendah,Tidak,5,Menumpang,BAIK
P,4,82,84,88,78,88,86,89,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Tinggi,SD sederajat,Pedagang Kecil,Cukup Rendah,Tidak,5,Rumah Sendiri,CUKUP
P,0,87,84,89,84,90,86,89,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,1,88,82,88,78,89,86,86,86,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Rumah Sendiri,BAIK
P,1,79,82,85,78,82,85,83,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,81,82,86,78,84,86,83,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Wiraswasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,3,81,84,88,78,87,85,83,87,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Sangat Rendah,SMA sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Menumpang,CUKUP
P,5,88,84,88,79,90,86,89,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
P,5,84,83,84,78,84,84,85,84,B,tidak,ya,swasta,kota,Cerai Mati,SD sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMP sederajat,Tidak bekerja,Cukup Rendah,Ya,7,Menumpang,BAIK
P,4,81,84,83,78,82,84,84,86,B,tidak,tidak,negeri,kota,Cerai Mati,Putus SD,Wiraswasta,Rendah,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
L,1,84,84,86,79,82,84,82,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,3,80,82,84,77,85,83,85,84,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,CUKUP
P,1,86,83,88,81,88,86,89,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Sewa,CUKUP
P,2,83,84,85,78,86,84,83,85,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Rumah Sendiri,BAIK
P,1,88,84,88,92,88,86,85,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,7,Sewa,CUKUP
P,0,87,82,87,79,89,86,85,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,3,80,83,83,78,88,84,84,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMP sederajat,Karyawan Swasta,Cukup Rendah,Ya,5,Sewa,BAIK
P,1,90,82,88,77,84,86,86,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Pedagang Kecil,Sangat Rendah,SD sederajat,Pedagang Kecil,Sangat Rendah,Tidak,3,Menumpang,CUKUP
P,0,94,83,86,78,88,85,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
L,2,85,82,86,80,90,83,87,86,B,ya,ya,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,7,Sewa,BAIK
P,0,84,84,85,77,86,83,87,85,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Rendah,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,5,Sewa,CUKUP
P,3,85,85,91,77,87,86,86,88,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,1,83,82,88,78,87,85,84,88,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,BAIK
P,0,86,84,85,77,84,84,82,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,0,86,86,89,79,89,85,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,3,Sewa,CUKUP
P,3,84,83,85,78,86,85,82,86,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,1,84,81,88,78,87,85,84,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,0,84,85,91,78,89,86,88,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Sangat Rendah,SMP sederajat,Wirausaha,Sangat Rendah,Ya,4,Menumpang,CUKUP
P,5,79,80,84,77,87,83,82,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
L,2,87,84,85,78,87,86,84,87,B,tidak,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
P,1,85,84,86,78,86,85,82,87,B,tidak,tidak,negeri,kabupaten,Kawin,SD sederajat,Buruh,Rendah,Putus SD,Wiraswasta,Sangat Rendah,Ya,5,Sewa,CUKUP
P,1,88,81,87,77,87,84,84,84,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,5,90,84,87,90,89,87,88,88,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Sudah Meninggal,Tidak Berpenghasilan,SD sederajat,Buruh,Cukup Rendah,Ya,4,Menumpang,CUKUP
P,0,88,84,85,78,86,86,88,87,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Menumpang,BAIK
P,4,89,83,89,79,86,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,4,Sewa,BAIK
P,1,84,84,86,84,88,86,84,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,83,80,83,81,80,83,83,85,B,tidak,tidak,swasta,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Rendah,D3,Karyawan Swasta,Cukup Tinggi,Tidak,3,Sewa,CUKUP
P,2,83,84,88,82,88,85,86,87,B,tidak,tidak,swasta,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
P,4,80,81,80,80,80,81,83,85,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Karyawan Swasta,Sangat Rendah,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Ya,5,Menumpang,CUKUP
P,0,84,84,89,82,89,87,86,90,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Wirausaha,Rendah,SMA sederajat,Wirausaha,Sangat Rendah,Tidak,4,Sewa,BAIK
P,2,82,82,88,80,86,85,85,87,B,tidak,tidak,swasta,kota,Cerai Mati,Putus SD,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,6,Menumpang,CUKUP
L,1,82,82,86,81,87,84,85,85,B,ya,ya,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,4,87,82,88,81,89,80,85,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,4,82,81,84,81,88,84,85,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,78,82,83,78,80,81,84,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Sangat Rendah,SD sederajat,Buruh,Rendah,Ya,3,Menumpang,CUKUP
P,1,78,82,79,80,80,81,84,85,B,tidak,tidak,swasta,kabupaten,Kawin,SD sederajat,Pedagang Kecil,Sangat Rendah,SD sederajat,Pedagang Kecil,Sangat Rendah,Ya,6,Menumpang,CUKUP
P,5,82,81,88,81,86,88,84,87,B,tidak,tidak,swasta,kota,Kawin,S1,Pedagang Kecil,Cukup Rendah,D3,Pedagang Kecil,Cukup Rendah,Tidak,8,Sewa,CUKUP
P,3,81,82,84,83,88,86,85,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,5,81,83,87,79,88,85,85,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Tinggi,SMP sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,2,84,84,88,83,85,84,85,87,B,tidak,tidak,swasta,kabupaten,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Wiraswasta,Rendah,Tidak,4,Sewa,BAIK
P,0,85,85,92,84,87,87,86,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SD sederajat,Buruh,Rendah,Ya,4,Sewa,BAIK
L,1,83,82,88,81,84,86,86,87,B,ya,ya,swasta,kota,Kawin,D3,Wiraswasta,Tinggi,D3,Karyawan Swasta,Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,4,80,83,86,83,87,89,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,1,89,82,91,83,90,86,86,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
L,4,86,80,86,78,88,85,84,85,B,ya,ya,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Wirausaha,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,3,83,84,88,82,88,81,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,86,86,88,83,88,87,86,90,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Wirausaha,Cukup Rendah,Tidak,4,Sewa,BAIK
P,1,82,82,86,81,88,84,85,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,5,83,80,86,82,87,80,86,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Wiraswasta,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,CUKUP
L,5,79,80,88,79,88,84,86,86,B,tidak,tidak,swasta,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SMP sederajat,Buruh,Rendah,Ya,9,Sewa,CUKUP
P,5,83,84,89,83,87,85,86,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,2,80,82,85,82,85,81,84,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,0,85,81,90,84,88,86,85,87,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Pedagang Kecil,Sangat Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Menumpang,BAIK
P,1,83,84,91,82,88,88,86,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,82,83,88,81,89,86,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SMA sederajat,Wirausaha,Cukup Rendah,Tidak,4,Sewa,BAIK
P,1,80,84,87,83,89,86,85,88,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Sudah Meninggal,Tidak Berpenghasilan,Putus SD,Pedagang Kecil,Rendah,Ya,4,Menumpang,BAIK
P,3,87,84,87,83,88,84,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,84,81,84,85,89,84,85,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,S1,Karyawan Swasta,Rendah,Tidak,3,Menumpang,CUKUP
P,2,91,84,87,82,89,85,86,88,B,tidak,ya,negeri,kota,Cerai Mati,SMA sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,85,84,88,82,89,85,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,2,84,81,85,83,90,80,85,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,1,76,84,87,83,88,79,85,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,2,86,84,87,85,89,86,86,87,B,tidak,ya,negeri,kabupaten,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,5,84,84,84,85,87,79,86,86,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
L,3,76,82,85,83,86,85,85,85,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,0,87,85,86,85,87,83,85,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,2,85,84,86,83,87,83,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,SMP sederajat,Wirausaha,Rendah,Tidak,5,Menumpang,BAIK
L,4,78,82,81,79,79,85,83,84,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMP sederajat,Wiraswasta,Sangat Rendah,Tidak,4,Sewa,CUKUP
P,2,83,84,86,81,88,82,86,87,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Karyawan Swasta,Cukup Rendah,Putus SD,Karyawan Swasta,Rendah,Tidak,4,Sewa,CUKUP
P,5,85,82,85,83,87,82,86,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,4,83,82,85,85,87,87,86,85,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
L,5,82,82,85,80,87,81,85,85,B,ya,ya,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,Tidak,6,Menumpang,CUKUP
P,3,80,83,84,79,86,80,83,85,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Sewa,CUKUP
P,4,85,83,85,84,87,83,85,88,B,tidak,tidak,negeri,kabupaten,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,0,87,84,87,83,88,83,86,86,B,tidak,tidak,negeri,kota,Kawin,S1,Wirausaha,Rendah,SMA sederajat,Lainnya,Sangat Rendah,Tidak,5,Sewa,BAIK
P,3,85,84,84,83,88,83,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Sangat Rendah,SMA sederajat,Karyawan Swasta,Sangat Rendah,Tidak,4,Menumpang,CUKUP
P,0,82,85,84,84,85,83,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,84,83,85,84,84,82,85,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,0,88,84,86,83,88,83,86,86,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Wiraswasta,Cukup Tinggi,Tidak,6,Rumah Sendiri,BAIK
P,2,83,83,88,83,89,80,85,86,B,tidak,ya,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,CUKUP
L,1,92,81,87,84,85,87,86,88,B,ya,tidak,negeri,kabupaten,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,4,87,83,86,85,87,86,85,86,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Buruh,Sangat Rendah,Tidak,4,Sewa,BAIK
P,1,87,84,85,83,86,84,85,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Wiraswasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,1,81,84,83,84,84,86,85,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,3,81,81,88,86,88,86,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,3,84,82,85,84,88,88,85,86,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,D3,Pedagang Kecil,Cukup Tinggi,Tidak,5,Rumah Sendiri,BAIK
P,4,81,83,87,83,88,87,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,79,82,87,89,87,86,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,82,82,86,85,88,84,86,87,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Pedagang Kecil,Cukup Rendah,Tidak,4,Menumpang,BAIK
P,0,82,86,84,81,87,85,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,4,81,84,84,84,86,85,86,87,B,tidak,tidak,swasta,kabupaten,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,4,80,83,85,80,87,84,85,85,B,tidak,tidak,swasta,kota,Kawin,Tidak sekolah,Lainnya,Sangat Rendah,SMP sederajat,Lainnya,Sangat Rendah,Tidak,6,Menumpang,CUKUP
P,4,87,84,87,85,85,87,85,86,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Sangat Rendah,Putus SD,Lainnya,Sangat Rendah,Tidak,4,Menumpang,BAIK
P,1,80,82,87,85,88,86,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,5,83,83,83,81,83,82,86,86,B,tidak,tidak,swasta,kabupaten,Kawin,SMP sederajat,Buruh,Cukup Rendah,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,0,83,84,85,84,88,82,86,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Rumah Sendiri,CUKUP
L,5,76,76,80,77,82,75,83,83,C,ya,tidak,swasta,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,1,88,83,82,82,85,82,86,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Sangat Rendah,SD sederajat,Lainnya,Sangat Rendah,Ya,6,Menumpang,CUKUP
